Holiday,Temp(in K),Temp(in C),Temp(in F),Rain_1h,Snow_1h,Clouds_all,Weather_main,Weather_description,Traffic_volume,Date,Time
-,282.24,9.09,48.362,0.0,0.0,90,Clouds,Overcast clouds,1132,2012-10-14,07:00:00
-,282.24,9.09,48.362,0.0,0.0,57,Mist,Mist,1797,2012-10-14,08:00:00
-,282.43,9.28,48.704,0.0,0.0,57,Drizzle,Light intensity drizzle,2685,2012-10-14,09:00:00
-,282.43,9.28,48.704,0.0,0.0,57,Mist,Mist,2685,2012-10-14,09:00:00
-,282.43,9.28,48.704,0.0,0.0,57,Haze,Haze,2685,2012-10-14,09:00:00
-,282.33,9.18,48.524,0.0,0.0,57,Drizzle,Light intensity drizzle,3370,2012-10-14,10:00:00
-,282.33,9.18,48.524,0.0,0.0,57,Mist,Mist,3370,2012-10-14,10:00:00
-,282.82,9.67,49.406,0.0,0.0,57,Drizzle,Light intensity drizzle,3662,2012-10-14,11:00:00
-,282.82,9.67,49.406,0.0,0.0,57,Mist,Mist,3662,2012-10-14,11:00:00
-,283.33,10.18,50.324,0.0,0.0,57,Mist,Mist,4076,2012-10-14,12:00:00
-,283.33,10.18,50.324,0.0,0.0,57,Rain,Light rain,4076,2012-10-14,12:00:00
-,283.33,10.18,50.324,0.0,0.0,57,Drizzle,Light intensity drizzle,4076,2012-10-14,12:00:00
-,283.75,10.6,51.08,0.0,0.0,93,Rain,Light rain,4128,2012-10-14,13:00:00
-,283.75,10.6,51.08,0.0,0.0,93,Mist,Mist,4128,2012-10-14,13:00:00
-,283.75,10.6,51.08,0.0,0.0,93,Drizzle,Light intensity drizzle,4128,2012-10-14,13:00:00
-,284.09,10.94,51.692,0.0,0.0,93,Mist,Mist,4358,2012-10-14,14:00:00
-,284.09,10.94,51.692,0.0,0.0,93,Rain,Light rain,4358,2012-10-14,14:00:00
-,284.09,10.94,51.692,0.0,0.0,93,Drizzle,Light intensity drizzle,4358,2012-10-14,14:00:00
-,284.55,11.4,52.52,0.0,0.0,93,Mist,Mist,4342,2012-10-14,15:00:00
-,284.55,11.4,52.52,0.0,0.0,93,Rain,Light rain,4342,2012-10-14,15:00:00
-,284.68,11.53,52.754,0.0,0.0,93,Mist,Mist,4234,2012-10-14,16:00:00
-,284.64,11.49,52.682,0.0,0.0,93,Rain,Light rain,4271,2012-10-14,17:00:00
-,284.64,11.49,52.682,0.0,0.0,93,Mist,Mist,4271,2012-10-14,17:00:00
-,284.4,11.25,52.25,0.0,0.0,93,Mist,Mist,4080,2012-10-14,18:00:00
-,284.17,11.02,51.836,0.0,0.0,93,Mist,Mist,3453,2012-10-14,19:00:00
-,284.03,10.88,51.584,0.0,0.0,93,Mist,Mist,2718,2012-10-14,20:00:00
-,283.58,10.43,50.774,0.0,0.0,93,Mist,Mist,2439,2012-10-14,21:00:00
-,283.04,9.89,49.802,0.0,0.0,93,Mist,Mist,1819,2012-10-14,22:00:00
-,281.95,8.8,47.84,0.0,0.0,93,Mist,Mist,1002,2012-10-14,23:00:00
-,281.95,8.8,47.84,0.0,0.0,93,Fog,Fog,1002,2012-10-14,23:00:00
-,281.61,8.46,47.228,0.0,0.0,93,Mist,Mist,542,2012-10-15,00:00:00
-,281.61,8.46,47.228,0.0,0.0,93,Fog,Fog,542,2012-10-15,00:00:00
-,281.57,8.42,47.156,0.0,0.0,85,Fog,Fog,303,2012-10-15,01:00:00
-,281.42,8.27,46.886,0.0,0.0,85,Fog,Fog,239,2012-10-15,02:00:00
-,281.29,8.14,46.652,0.0,0.0,85,Mist,Mist,335,2012-10-15,03:00:00
-,281.29,8.14,46.652,0.0,0.0,85,Fog,Fog,335,2012-10-15,03:00:00
-,281.02,7.87,46.166,0.0,0.0,85,Mist,Mist,810,2012-10-15,04:00:00
-,281.02,7.87,46.166,0.0,0.0,85,Fog,Fog,810,2012-10-15,04:00:00
-,280.82,7.67,45.806,0.0,0.0,85,Mist,Mist,2606,2012-10-15,05:00:00
-,280.82,7.67,45.806,0.0,0.0,85,Fog,Fog,2606,2012-10-15,05:00:00
-,280.39,7.24,45.032,0.0,0.0,85,Mist,Mist,5714,2012-10-15,06:00:00
-,280.19,7.04,44.672,0.0,0.0,100,Mist,Mist,6798,2012-10-15,07:00:00
-,279.82,6.67,44.006,0.0,0.0,100,Mist,Mist,6114,2012-10-15,08:00:00
-,279.75,6.6,43.88,0.0,0.0,100,Mist,Mist,5094,2012-10-15,09:00:00
-,280.07,6.92,44.456,0.0,0.0,100,Mist,Mist,4473,2012-10-15,10:00:00
-,280.32,7.17,44.906,0.0,0.0,90,Clouds,Overcast clouds,4529,2012-10-15,11:00:00
-,281.72,8.57,47.426,0.0,0.0,100,Clear,Sky is clear,4823,2012-10-15,12:00:00
-,284.01,10.86,51.548,0.0,0.0,40,Clouds,Scattered clouds,4872,2012-10-15,13:00:00
-,285.88,12.73,54.914,0.0,0.0,1,Clear,Sky is clear,5238,2012-10-15,14:00:00
-,286.87,13.72,56.696,0.0,0.0,1,Clear,Sky is clear,5584,2012-10-15,15:00:00
-,287.6,14.45,58.01,0.0,0.0,20,Clouds,Few clouds,6246,2012-10-15,16:00:00
-,287.27,14.12,57.416,0.0,0.0,20,Clouds,Few clouds,5957,2012-10-15,17:00:00
-,286.18,13.03,55.454,0.0,0.0,20,Clouds,Few clouds,4535,2012-10-15,18:00:00
-,285.2,12.05,53.69,0.0,0.0,75,Clouds,Broken clouds,3234,2012-10-15,19:00:00
-,284.68,11.53,52.754,0.0,0.0,75,Clouds,Broken clouds,2677,2012-10-15,20:00:00
-,284.49,11.34,52.412,0.0,0.0,90,Clouds,Overcast clouds,2077,2012-10-15,21:00:00
-,283.54,10.39,50.702,0.0,0.0,20,Clouds,Few clouds,1380,2012-10-15,22:00:00
-,282.33,9.18,48.524,0.0,0.0,75,Clouds,Broken clouds,927,2012-10-15,23:00:00
-,281.21,8.06,46.508,0.0,0.0,20,Clouds,Few clouds,500,2012-10-16,00:00:00
-,279.87,6.72,44.096,0.0,0.0,1,Clear,Sky is clear,324,2012-10-16,01:00:00
-,278.93,5.78,42.404,0.0,0.0,1,Clear,Sky is clear,257,2012-10-16,02:00:00
-,277.91,4.76,40.568,0.0,0.0,1,Clear,Sky is clear,354,2012-10-16,03:00:00
-,277.21,4.06,39.308,0.0,0.0,1,Clear,Sky is clear,769,2012-10-16,04:00:00
-,276.61,3.46,38.228,0.0,0.0,1,Clear,Sky is clear,2769,2012-10-16,05:00:00
-,276.11,2.96,37.328,0.0,0.0,1,Clear,Sky is clear,5789,2012-10-16,06:00:00
-,274.81,1.66,34.988,0.0,0.0,20,Clouds,Few clouds,7055,2012-10-16,07:00:00
-,274.99,1.84,35.312,0.0,0.0,20,Clouds,Few clouds,6408,2012-10-16,08:00:00
-,277.91,4.76,40.568,0.0,0.0,20,Clouds,Few clouds,5254,2012-10-16,09:00:00
-,280.71,7.56,45.608,0.0,0.0,20,Clouds,Few clouds,4547,2012-10-16,10:00:00
-,283.85,10.7,51.26,0.0,0.0,20,Clouds,Few clouds,4784,2012-10-16,11:00:00
-,286.01,12.86,55.148,0.0,0.0,40,Clouds,Scattered clouds,5015,2012-10-16,12:00:00
-,286.31,13.16,55.688,0.0,0.0,1,Clear,Sky is clear,5057,2012-10-16,13:00:00
-,288.15,15.0,59.0,0.0,0.0,75,Clouds,Broken clouds,5430,2012-10-16,14:00:00
-,289.15,16.0,60.8,0.0,0.0,75,Clouds,Broken clouds,5813,2012-10-16,15:00:00
-,288.99,15.84,60.512,0.0,0.0,75,Clouds,Broken clouds,6496,2012-10-16,16:00:00
-,288.86,15.71,60.278,0.0,0.0,75,Clouds,Broken clouds,6429,2012-10-16,17:00:00
-,288.16,15.01,59.018,0.0,0.0,90,Clouds,Overcast clouds,5142,2012-10-16,18:00:00
-,287.28,14.13,57.434,0.0,0.0,68,Rain,Light rain,3311,2012-10-16,19:00:00
-,287.04,13.89,57.002,0.0,0.0,90,Clouds,Overcast clouds,2777,2012-10-16,20:00:00
-,286.9,13.75,56.75,0.0,0.0,90,Clouds,Overcast clouds,2331,2012-10-16,21:00:00
-,287.09,13.94,57.092,0.0,0.0,90,Clouds,Overcast clouds,1767,2012-10-16,22:00:00
-,287.09,13.94,57.092,0.0,0.0,90,Clouds,Overcast clouds,1093,2012-10-16,23:00:00
-,286.89,13.74,56.732,0.0,0.0,75,Clouds,Broken clouds,554,2012-10-17,00:00:00
-,286.93,13.78,56.804,0.0,0.0,75,Clouds,Broken clouds,333,2012-10-17,01:00:00
-,286.93,13.78,56.804,0.0,0.0,90,Clouds,Overcast clouds,267,2012-10-17,02:00:00
-,287.07,13.92,57.056,0.0,0.0,90,Clouds,Overcast clouds,358,2012-10-17,03:00:00
-,286.56,13.41,56.138,0.0,0.0,75,Clouds,Broken clouds,777,2012-10-17,04:00:00
-,285.91,12.76,54.968,0.0,0.0,90,Clouds,Overcast clouds,2732,2012-10-17,05:00:00
-,285.29,12.14,53.852,0.0,0.0,90,Clouds,Overcast clouds,5637,2012-10-17,06:00:00
-,284.92,11.77,53.186,0.0,0.0,75,Clouds,Broken clouds,5564,2012-10-17,07:00:00
-,285.35,12.2,53.96,0.0,0.0,75,Clouds,Broken clouds,6274,2012-10-17,08:00:00
-,285.72,12.57,54.626,0.0,0.0,100,Rain,Proximity shower rain,5403,2012-10-17,09:00:00
-,285.72,12.57,54.626,0.0,0.0,100,Rain,Light rain,5403,2012-10-17,09:00:00
-,287.09,13.94,57.092,0.0,0.0,75,Clouds,Broken clouds,4680,2012-10-17,10:00:00
-,288.31,15.16,59.288,0.0,0.0,75,Clouds,Broken clouds,4642,2012-10-17,11:00:00
-,288.61,15.46,59.828,0.0,0.0,1,Clear,Sky is clear,4979,2012-10-17,12:00:00
-,290.32,17.17,62.906,0.0,0.0,1,Clear,Sky is clear,4851,2012-10-17,13:00:00
-,291.36,18.21,64.778,0.0,0.0,1,Clear,Sky is clear,4291,2012-10-17,14:00:00
-,292.01,18.86,65.948,0.0,0.0,1,Clear,Sky is clear,4714,2012-10-17,15:00:00
-,292.61,19.46,67.028,0.0,0.0,1,Clear,Sky is clear,6723,2012-10-17,16:00:00
-,292.65,19.5,67.1,0.0,0.0,1,Clear,Sky is clear,6180,2012-10-17,17:00:00
-,290.52,17.37,63.266,0.0,0.0,40,Clouds,Scattered clouds,4843,2012-10-17,18:00:00
-,288.35,15.2,59.36,0.0,0.0,40,Clouds,Scattered clouds,3435,2012-10-17,19:00:00
-,286.72,13.57,56.426,0.0,0.0,40,Clouds,Scattered clouds,2921,2012-10-17,20:00:00
-,285.49,12.34,54.212,0.0,0.0,40,Clouds,Scattered clouds,2763,2012-10-17,21:00:00
-,284.22,11.07,51.926,0.0,0.0,20,Clouds,Few clouds,1930,2012-10-17,22:00:00
-,283.8,10.65,51.17,0.0,0.0,20,Clouds,Few clouds,1160,2012-10-17,23:00:00
-,283.72,10.57,51.026,0.0,0.0,20,Clouds,Few clouds,654,2012-10-18,00:00:00
-,282.8,9.65,49.37,0.0,0.0,40,Clouds,Scattered clouds,374,2012-10-18,01:00:00
-,282.32,9.17,48.506,0.0,0.0,99,Mist,Mist,301,2012-10-18,02:00:00
-,282.38,9.23,48.614,0.0,0.0,99,Mist,Mist,397,2012-10-18,03:00:00
-,282.76,9.61,49.298,0.0,0.0,90,Clouds,Overcast clouds,794,2012-10-18,04:00:00
-,282.88,9.73,49.514,0.0,0.0,99,Mist,Mist,2564,2012-10-18,05:00:00
-,284.18,11.03,51.854,0.0,0.0,75,Clouds,Broken clouds,5358,2012-10-18,06:00:00
-,284.69,11.54,52.772,0.0,0.0,90,Clouds,Overcast clouds,6441,2012-10-18,07:00:00
-,285.0,11.85,53.33,0.0,0.0,90,Clouds,Overcast clouds,5536,2012-10-18,08:00:00
-,286.9,13.75,56.75,0.0,0.0,99,Rain,Light rain,5256,2012-10-18,09:00:00
-,288.35,15.2,59.36,0.0,0.0,90,Clouds,Overcast clouds,4619,2012-10-18,10:00:00
-,289.59,16.44,61.592,0.0,0.0,90,Clouds,Overcast clouds,5107,2012-10-18,11:00:00
-,288.27,15.12,59.216,0.0,0.0,99,Rain,Light rain,5147,2012-10-18,12:00:00
-,286.41,13.26,55.868,0.0,0.0,90,Clouds,Overcast clouds,5283,2012-10-18,13:00:00
-,285.96,12.81,55.058,0.0,0.0,90,Clouds,Overcast clouds,5704,2012-10-18,14:00:00
-,287.04,13.89,57.002,0.0,0.0,90,Clouds,Overcast clouds,5887,2012-10-18,15:00:00
-,287.18,14.03,57.254,0.0,0.0,90,Clouds,Overcast clouds,6307,2012-10-18,16:00:00
-,286.94,13.79,56.822,0.0,0.0,90,Clouds,Overcast clouds,5953,2012-10-18,17:00:00
-,286.01,12.86,55.148,0.0,0.0,90,Clouds,Overcast clouds,4519,2012-10-18,18:00:00
-,284.67,11.52,52.736,0.0,0.0,100,Drizzle,Light intensity drizzle,3427,2012-10-18,19:00:00
-,283.44,10.29,50.522,0.0,0.0,100,Rain,Light rain,2921,2012-10-18,20:00:00
-,282.51,9.36,48.848,0.0,0.0,100,Drizzle,Light intensity drizzle,2649,2012-10-18,21:00:00
-,281.9,8.75,47.75,0.0,0.0,90,Clouds,Overcast clouds,2005,2012-10-18,22:00:00
-,281.85,8.7,47.66,0.0,0.0,90,Clouds,Overcast clouds,1177,2012-10-18,23:00:00
-,281.28,8.13,46.634,0.0,0.0,90,Clouds,Overcast clouds,699,2012-10-19,00:00:00
-,280.97,7.82,46.076,0.0,0.0,87,Mist,Mist,436,2012-10-19,01:00:00
-,280.44,7.29,45.122,0.0,0.0,87,Drizzle,Light intensity drizzle,353,2012-10-19,02:00:00
-,280.44,7.29,45.122,0.0,0.0,87,Mist,Mist,353,2012-10-19,02:00:00
-,280.02,6.87,44.366,0.0,0.0,87,Mist,Mist,399,2012-10-19,03:00:00
-,279.79,6.64,43.952,0.0,0.0,87,Drizzle,Light intensity drizzle,720,2012-10-19,04:00:00
-,279.79,6.64,43.952,0.0,0.0,87,Mist,Mist,720,2012-10-19,04:00:00
-,279.79,6.64,43.952,0.0,0.0,87,Rain,Light rain,720,2012-10-19,04:00:00
-,279.79,6.64,43.952,0.0,0.0,87,Drizzle,Drizzle,720,2012-10-19,04:00:00
-,279.74,6.59,43.862,0.0,0.0,87,Mist,Mist,2370,2012-10-19,05:00:00
-,279.74,6.59,43.862,0.0,0.0,87,Rain,Light rain,2370,2012-10-19,05:00:00
-,279.65,6.5,43.7,0.0,0.0,87,Drizzle,Light intensity drizzle,5162,2012-10-19,06:00:00
-,279.65,6.5,43.7,0.0,0.0,87,Mist,Mist,5162,2012-10-19,06:00:00
-,279.65,6.5,43.7,0.0,0.0,87,Rain,Light rain,5162,2012-10-19,06:00:00
-,279.45,6.3,43.34,0.0,0.0,91,Mist,Mist,5777,2012-10-19,07:00:00
-,279.45,6.3,43.34,0.0,0.0,91,Rain,Moderate rain,5777,2012-10-19,07:00:00
-,279.22,6.07,42.926,0.0,0.0,91,Drizzle,Light intensity drizzle,5235,2012-10-19,08:00:00
-,279.22,6.07,42.926,0.0,0.0,91,Mist,Mist,5235,2012-10-19,08:00:00
-,279.22,6.07,42.926,0.0,0.0,91,Rain,Light rain,5235,2012-10-19,08:00:00
-,279.35,6.2,43.16,0.0,0.0,91,Rain,Light rain,4606,2012-10-19,09:00:00
-,279.35,6.2,43.16,0.0,0.0,91,Mist,Mist,4606,2012-10-19,09:00:00
-,279.92,6.77,44.186,0.0,0.0,91,Mist,Mist,4328,2012-10-19,10:00:00
-,280.44,7.29,45.122,0.0,0.0,90,Clouds,Overcast clouds,4282,2012-10-19,11:00:00
-,281.0,7.85,46.13,0.0,0.0,90,Clouds,Overcast clouds,4489,2012-10-19,12:00:00
-,281.51,8.36,47.048,0.0,0.0,90,Clouds,Overcast clouds,4908,2012-10-19,13:00:00
-,281.93,8.78,47.804,0.0,0.0,92,Mist,Mist,5620,2012-10-19,14:00:00
-,281.94,8.79,47.822,0.0,0.0,92,Mist,Mist,5849,2012-10-19,15:00:00
-,281.94,8.79,47.822,0.0,0.0,92,Drizzle,Light intensity drizzle,5849,2012-10-19,15:00:00
-,282.27,9.12,48.416,0.0,0.0,92,Rain,Moderate rain,4945,2012-10-19,16:00:00
-,282.41,9.26,48.668,0.0,0.0,92,Rain,Light rain,4619,2012-10-19,17:00:00
-,282.21,9.06,48.308,0.0,0.0,90,Clouds,Overcast clouds,4479,2012-10-19,18:00:00
-,281.69,8.54,47.372,0.0,0.0,75,Clouds,Broken clouds,3804,2012-10-19,19:00:00
-,281.26,8.11,46.598,0.0,0.0,90,Clouds,Overcast clouds,2908,2012-10-19,20:00:00
-,280.66,7.51,45.518,0.0,0.0,92,Mist,Mist,2942,2012-10-19,21:00:00
-,280.43,7.28,45.104,0.0,0.0,92,Drizzle,Drizzle,3077,2012-10-19,22:00:00
-,280.43,7.28,45.104,0.0,0.0,92,Drizzle,Light intensity drizzle,3077,2012-10-19,22:00:00
-,280.1,6.95,44.51,0.0,0.0,92,Mist,Mist,2051,2012-10-19,23:00:00
-,280.1,6.95,44.51,0.0,0.0,92,Rain,Light rain,2051,2012-10-19,23:00:00
-,280.1,6.95,44.51,0.0,0.0,92,Drizzle,Light intensity drizzle,2051,2012-10-19,23:00:00
-,280.06,6.91,44.438,0.0,0.0,92,Rain,Light rain,1270,2012-10-20,00:00:00
-,280.06,6.91,44.438,0.0,0.0,92,Rain,Moderate rain,1270,2012-10-20,00:00:00
-,280.28,7.13,44.834,0.0,0.0,96,Drizzle,Drizzle,773,2012-10-20,01:00:00
-,280.28,7.13,44.834,0.0,0.0,96,Rain,Light rain,773,2012-10-20,01:00:00
-,280.38,7.23,45.014,0.0,0.0,96,Drizzle,Light intensity drizzle,589,2012-10-20,02:00:00
-,280.62,7.47,45.446,0.0,0.0,96,Drizzle,Light intensity drizzle,432,2012-10-20,03:00:00
-,280.62,7.47,45.446,0.0,0.0,96,Mist,Mist,432,2012-10-20,03:00:00
-,280.91,7.76,45.968,0.0,0.0,96,Mist,Mist,401,2012-10-20,04:00:00
-,280.91,7.76,45.968,0.0,0.0,96,Drizzle,Drizzle,401,2012-10-20,04:00:00
-,280.91,7.76,45.968,0.0,0.0,96,Rain,Light rain,401,2012-10-20,04:00:00
-,280.96,7.81,46.058,0.0,0.0,96,Rain,Light rain,759,2012-10-20,05:00:00
-,280.96,7.81,46.058,0.0,0.0,96,Mist,Mist,759,2012-10-20,05:00:00
-,280.96,7.81,46.058,0.0,0.0,96,Drizzle,Drizzle,759,2012-10-20,05:00:00
-,281.13,7.98,46.364,0.0,0.0,96,Rain,Light rain,1313,2012-10-20,06:00:00
-,281.13,7.98,46.364,0.0,0.0,96,Mist,Mist,1313,2012-10-20,06:00:00
-,281.13,7.98,46.364,0.0,0.0,96,Drizzle,Light intensity drizzle,1313,2012-10-20,06:00:00
-,281.28,8.13,46.634,0.0,0.0,100,Rain,Light rain,1824,2012-10-20,07:00:00
-,281.28,8.13,46.634,0.0,0.0,100,Mist,Mist,1824,2012-10-20,07:00:00
-,281.28,8.13,46.634,0.0,0.0,100,Drizzle,Drizzle,1824,2012-10-20,07:00:00
-,281.19,8.04,46.472,0.0,0.0,100,Rain,Light rain,2787,2012-10-20,08:00:00
-,281.19,8.04,46.472,0.0,0.0,100,Mist,Mist,2787,2012-10-20,08:00:00
-,281.19,8.04,46.472,0.0,0.0,100,Drizzle,Drizzle,2787,2012-10-20,08:00:00
-,281.7,8.55,47.39,0.0,0.0,100,Rain,Light rain,3713,2012-10-20,09:00:00
-,281.7,8.55,47.39,0.0,0.0,100,Drizzle,Drizzle,3713,2012-10-20,09:00:00
-,281.7,8.55,47.39,0.0,0.0,100,Mist,Mist,3713,2012-10-20,09:00:00
-,281.7,8.55,47.39,0.0,0.0,100,Drizzle,Light intensity drizzle,3713,2012-10-20,09:00:00
-,282.02,8.87,47.966,0.0,0.0,100,Rain,Light rain,3815,2012-10-20,10:00:00
-,282.02,8.87,47.966,0.0,0.0,100,Drizzle,Drizzle,3815,2012-10-20,10:00:00
-,282.02,8.87,47.966,0.0,0.0,100,Mist,Mist,3815,2012-10-20,10:00:00
-,282.02,8.87,47.966,0.0,0.0,100,Rain,Moderate rain,3815,2012-10-20,10:00:00
-,282.35,9.2,48.56,0.0,0.0,100,Rain,Light rain,4339,2012-10-20,11:00:00
-,282.35,9.2,48.56,0.0,0.0,100,Mist,Mist,4339,2012-10-20,11:00:00
-,282.35,9.2,48.56,0.0,0.0,100,Drizzle,Drizzle,4339,2012-10-20,11:00:00
-,282.71,9.56,49.208,0.0,0.0,100,Rain,Heavy intensity rain,4613,2012-10-20,12:00:00
-,282.71,9.56,49.208,0.0,0.0,100,Mist,Mist,4613,2012-10-20,12:00:00
-,282.71,9.56,49.208,0.0,0.0,100,Rain,Light rain,4613,2012-10-20,12:00:00
-,282.71,9.56,49.208,0.0,0.0,100,Rain,Moderate rain,4613,2012-10-20,12:00:00
-,283.31,10.16,50.288,0.0,0.0,48,Rain,Light rain,4507,2012-10-20,13:00:00
-,283.79,10.64,51.152,0.0,0.0,90,Clouds,Overcast clouds,4452,2012-10-20,14:00:00
-,284.2,11.05,51.89,0.0,0.0,75,Clouds,Broken clouds,4636,2012-10-20,15:00:00
-,284.32,11.17,52.106,0.0,0.0,90,Clouds,Overcast clouds,4810,2012-10-20,16:00:00
-,284.13,10.98,51.764,0.0,0.0,75,Clouds,Broken clouds,5125,2012-10-20,17:00:00
-,283.14,9.99,49.982,0.0,0.0,40,Clouds,Scattered clouds,4337,2012-10-20,18:00:00
-,281.4,8.25,46.85,0.0,0.0,40,Clouds,Scattered clouds,3644,2012-10-20,19:00:00
-,280.47,7.32,45.176,0.0,0.0,20,Clouds,Few clouds,3107,2012-10-20,20:00:00
-,279.52,6.37,43.466,0.0,0.0,20,Clouds,Few clouds,2929,2012-10-20,21:00:00
-,278.85,5.7,42.26,0.0,0.0,48,Mist,Mist,2865,2012-10-20,22:00:00
-,278.12,4.97,40.946,0.0,0.0,48,Fog,Fog,2340,2012-10-20,23:00:00
-,277.94,4.79,40.622,0.0,0.0,48,Mist,Mist,1372,2012-10-21,00:00:00
-,275.93,2.78,37.004,0.0,0.0,60,Fog,Fog,1928,2012-10-21,08:00:00
-,275.93,2.78,37.004,0.0,0.0,60,Mist,Mist,1928,2012-10-21,08:00:00
-,284.09,10.94,51.692,0.0,0.0,75,Clouds,Broken clouds,4695,2012-10-21,17:00:00
-,282.6,9.45,49.01,0.0,0.0,75,Clouds,Broken clouds,4335,2012-10-21,18:00:00
-,281.72,8.57,47.426,0.0,0.0,90,Clouds,Overcast clouds,1583,2012-10-21,22:00:00
-,281.26,8.11,46.598,0.0,0.0,90,Clouds,Overcast clouds,959,2012-10-21,23:00:00
-,281.29,8.14,46.652,0.0,0.0,75,Clouds,Broken clouds,498,2012-10-22,00:00:00
-,281.01,7.86,46.148,0.0,0.0,75,Clouds,Broken clouds,306,2012-10-22,01:00:00
-,280.57,7.42,45.356,0.0,0.0,40,Clouds,Scattered clouds,259,2012-10-22,02:00:00
-,280.54,7.39,45.302,0.0,0.0,75,Clouds,Broken clouds,324,2012-10-22,03:00:00
-,279.37,6.22,43.196,0.0,0.0,8,Mist,Mist,806,2012-10-22,04:00:00
-,279.18,6.03,42.854,0.0,0.0,8,Mist,Mist,2622,2012-10-22,05:00:00
-,279.05,5.9,42.62,0.0,0.0,8,Mist,Mist,5456,2012-10-22,06:00:00
-,282.7,9.55,49.19,0.0,0.0,38,Clear,Sky is clear,4324,2012-10-22,10:00:00
-,286.17,13.02,55.436,0.0,0.0,40,Clouds,Scattered clouds,4378,2012-10-22,11:00:00
-,288.61,15.46,59.828,0.0,0.0,75,Clouds,Broken clouds,4639,2012-10-22,12:00:00
-,290.59,17.44,63.392,0.0,0.0,20,Clouds,Few clouds,4546,2012-10-22,13:00:00
-,292.21,19.06,66.308,0.0,0.0,75,Clouds,Broken clouds,5006,2012-10-22,14:00:00
-,293.56,20.41,68.738,0.0,0.0,75,Clouds,Broken clouds,5361,2012-10-22,15:00:00
-,293.43,20.28,68.504,0.0,0.0,40,Clouds,Scattered clouds,6101,2012-10-22,16:00:00
-,293.4,20.25,68.45,0.0,0.0,40,Clouds,Scattered clouds,5781,2012-10-22,17:00:00
-,291.47,18.32,64.976,0.0,0.0,20,Clouds,Few clouds,4272,2012-10-22,18:00:00
-,289.17,16.02,60.836,0.0,0.0,20,Clouds,Few clouds,3091,2012-10-22,19:00:00
-,287.28,14.13,57.434,0.0,0.0,1,Clear,Sky is clear,2434,2012-10-22,20:00:00
-,286.1,12.95,55.31,0.0,0.0,1,Clear,Sky is clear,1984,2012-10-22,21:00:00
-,285.45,12.3,54.14,0.0,0.0,75,Clouds,Broken clouds,1383,2012-10-22,22:00:00
-,285.33,12.18,53.924,0.0,0.0,90,Clouds,Overcast clouds,959,2012-10-22,23:00:00
-,285.07,11.92,53.456,0.0,0.0,90,Clouds,Overcast clouds,511,2012-10-23,00:00:00
-,284.58,11.43,52.574,0.0,0.0,90,Clouds,Overcast clouds,346,2012-10-23,01:00:00
-,283.88,10.73,51.314,0.0,0.0,75,Clouds,Broken clouds,253,2012-10-23,02:00:00
-,283.55,10.4,50.72,0.0,0.0,75,Clouds,Broken clouds,349,2012-10-23,03:00:00
-,282.85,9.7,49.46,0.0,0.0,20,Clouds,Few clouds,807,2012-10-23,04:00:00
-,282.42,9.27,48.686,0.0,0.0,20,Clouds,Few clouds,2669,2012-10-23,05:00:00
-,282.13,8.98,48.164,0.0,0.0,75,Clouds,Broken clouds,5210,2012-10-23,06:00:00
-,281.85,8.7,47.66,0.0,0.0,40,Clouds,Scattered clouds,6083,2012-10-23,07:00:00
-,281.85,8.7,47.66,0.0,0.0,20,Clouds,Few clouds,5790,2012-10-23,08:00:00
-,283.07,9.92,49.856,0.0,0.0,75,Clouds,Broken clouds,5484,2012-10-23,09:00:00
-,284.53,11.38,52.484,0.0,0.0,90,Clouds,Overcast clouds,4407,2012-10-23,10:00:00
-,285.6,12.45,54.41,0.0,0.0,75,Clouds,Broken clouds,4725,2012-10-23,11:00:00
-,286.63,13.48,56.264,0.0,0.0,90,Clouds,Overcast clouds,4826,2012-10-23,12:00:00
-,286.75,13.6,56.48,0.0,0.0,99,Rain,Moderate rain,4945,2012-10-23,13:00:00
-,287.97,14.82,58.676,0.0,0.0,90,Clouds,Overcast clouds,5065,2012-10-23,14:00:00
-,288.54,15.39,59.702,0.0,0.0,99,Thunderstorm,Proximity thunderstorm,5618,2012-10-23,15:00:00
-,288.72,15.57,60.026,0.0,0.0,90,Clouds,Overcast clouds,6094,2012-10-23,16:00:00
-,288.53,15.38,59.684,0.0,0.0,90,Clouds,Overcast clouds,5844,2012-10-23,17:00:00
-,288.16,15.01,59.018,0.0,0.0,90,Clouds,Overcast clouds,4649,2012-10-23,18:00:00
-,287.59,14.44,57.992,0.0,0.0,90,Clouds,Overcast clouds,3180,2012-10-23,19:00:00
-,287.21,14.06,57.308,0.0,0.0,90,Clouds,Overcast clouds,2963,2012-10-23,20:00:00
-,286.29,13.14,55.652,0.0,0.0,90,Clouds,Overcast clouds,2450,2012-10-23,21:00:00
-,285.7,12.55,54.59,0.0,0.0,90,Clouds,Overcast clouds,1613,2012-10-23,22:00:00
-,285.61,12.46,54.428,0.0,0.0,90,Clouds,Overcast clouds,1021,2012-10-23,23:00:00
-,285.37,12.22,53.996,0.0,0.0,99,Drizzle,Light intensity drizzle,580,2012-10-24,00:00:00
-,285.37,12.22,53.996,0.0,0.0,99,Mist,Mist,580,2012-10-24,00:00:00
-,285.51,12.36,54.248,0.0,0.0,90,Clouds,Overcast clouds,298,2012-10-24,01:00:00
